Type,Price,Location,Area,Pieces,Rooms,Bathrooms,Condition,Air conditioning,Garden,Heating,Furnished,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Pool,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views,Stage,Age,uknown
apartment,"3,000 TND",Hammamet inHammamet,,3 Pieces,3 Rooms,1 Bathroom,New,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,,
apartment,700 TND,Hammamet Nord inHammamet,60m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,1ststage,Less than 1 year,
house,"4,500 TND",Cité Les Pins inLa Marsa,350m²,7 Pieces,5 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,,1-5 years old,
apartment,"1,600 TND",Les Jardins de Carthage inLe Kram,70m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,2ndstage,Less than 1 year,
apartment,680 TND,Megrine Chaker inMégrine,110m²,3 Pieces,2 Rooms,1 Bathroom,New,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,,Less than 1 year,
apartment,"1,800 TND",La Marsa inLa Marsa,150m²,,1 Room,1 Bathroom,Good condition,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,Less than 1 year,
house,"5,000 TND",La Marsa inLa Marsa,300m²,3 Pieces,2 Rooms,3 Bathrooms,New,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,,,
apartment,"1,400 TND",Aouina inLa Marsa,60m²,2 Pieces,1 Room,1 Bathroom,New,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,7thstage,Less than 1 year,
house,"8,000 TND",Gammarth inLa Marsa,230m²,6 Pieces,5 Rooms,5 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,,,
house,"1,200 TND",Sousse Jaouhara inSousse Jaouhara,100m²,,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,4thstage,1-5 years old,1 Piece
house,"4,800 TND",Cité Les Pins inLa Marsa,300m²,8 Pieces,6 Rooms,4 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,,1-5 years old,
apartment,"1,900 TND",La Soukra inLa Soukra,110m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,,,
apartment,"2,200 TND",La Marsa inLa Marsa,,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,,Less than 1 year,
house,"5,500 TND",Chotrana 2 inLa Soukra,650m²,4 Pieces,3 Rooms,2 Bathrooms,New,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,,,
house,"4,000 TND",La Marsa inLa Marsa,80m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,,,
house,"6,500 TND",La Marsa inLa Marsa,400m²,6 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,,,
apartment,"2,800 TND",La Marsa inLa Marsa,100m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,,,
apartment,"2,900 TND",La Marsa inLa Marsa,100m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,1ststage,Less than 1 year,
house,"6,500 TND",Gammarth Supérieur inLa Marsa,350m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,,,
house,"4,800 TND",La Marsa inLa Marsa,180m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
house,"6,500 TND",Gammarth inLa Marsa,400m²,5 Pieces,4 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,,,
apartment,"2,000 TND",Amilcar inCarthage,105m²,2 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,,
house,"1,300 TND",Hammamet Nord inHammamet,165m²,4 Pieces,3 Rooms,2 Bathrooms,New,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,,Less than 1 year,
house,,Les Berges Du Lac 2 inLa Marsa,1200m²,4 Pieces,6 Rooms,7 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,,,
apartment,"1,000 TND",Cité El Wafa inNabeul,110m²,4 Pieces,3 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,2ndstage,1-5 years old,
apartment,"1,400 TND",Hammamet inHammamet,130m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"3,500 TND",Sousse Ville inSousse Ville,200m²,2 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
house,"2,500 TND",Chott Meriem inAkouda,800m²,4 Pieces,4 Rooms,1 Bathroom,New,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,,,
apartment,"3,000 TND",Gammarth inLa Marsa,220m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,1ststage,1-5 years old,
apartment,"1,800 TND",Le Kram inLe Kram,140m²,,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,,,1 Piece
apartment,"3,500 TND",Les Jardins de Carthage inLe Kram,170m²,4 Pieces,3 Rooms,3 Bathrooms,Good condition,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,,5-10 years old,
house,"3,500 TND",El Menzah 5 inAriana Ville,200m²,7 Pieces,6 Rooms,3 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"2,700 TND",Cité Ennasr 2 inAriana Ville,400m²,5 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,400 TND",Aouina inLa Marsa,130m²,3 Pieces,2 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,2ndstage,Less than 1 year,
house,"4,000 TND",Cité El Mahrajene inEl Menzah,469m²,6 Pieces,5 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,,10-20 years old,
apartment,"2,300 TND",Ain Zaghouan Nord inLa Marsa,120m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,Less than 1 year,
apartment,"1,000 TND",Raoued inRaoued,170m²,5 Pieces,3 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,2ndstage,Less than 1 year,
house,"2,000 TND",Carthage inCarthage,180m²,3 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,,5-10 years old,
house,"4,500 TND",Hammamet Sud inHammamet,,4 Pieces,,,,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,,,
house,"2,500 TND",La Soukra inLa Soukra,320m²,5 Pieces,6 Rooms,3 Bathrooms,Good condition,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"1,500 TND",Ain Zaghouan Nord inLa Marsa,105m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,,1-5 years old,
apartment,"6,500 TND",Gammarth inLa Marsa,,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,,10-20 years old,
apartment,"3,000 TND",Les Berges Du Lac 1 inLa Marsa,,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,5-10 years old,
house,"4,300 TND",La Marsa inLa Marsa,,6 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,,10-20 years old,
apartment,"4,500 TND",La Marsa inLa Marsa,,4 Pieces,3 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,2ndstage,Less than 1 year,
apartment,"6,000 TND",Gammarth inLa Marsa,,10 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,,10-20 years old,
house,"8,000 TND",Gammarth inLa Marsa,,5 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,5-10 years old,
house,"13,000 TND",La Marsa inLa Marsa,,4 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,,10-20 years old,
apartment,"4,000 TND",La Marsa inLa Marsa,,3 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,,5-10 years old,
apartment,"2,500 TND",La Marsa inLa Marsa,,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,yes,no,1ststage,5-10 years old,
apartment,"5,500 TND",La Marsa inLa Marsa,,9 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,yes,no,,5-10 years old,
house,"6,500 TND",Gammarth inLa Marsa,,6 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,,1-5 years old,
apartment,"3,500 TND",Gammarth inLa Marsa,,4 Pieces,3 Rooms,4 Bathrooms,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,,10-20 years old,
house,"20,000 TND",La Marsa inLa Marsa,,14 Pieces,7 Rooms,4 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,,10-20 years old,
house,"1,600 TND",Cité El Wafa inNabeul,200m²,5 Pieces,3 Rooms,2 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,,Less than 1 year,
apartment,"1,050 TND",Mosque Erraoudha inLa Soukra,110m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"1,500 TND",Salambo inCarthage,175m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
house,"4,500 TND",Hammamet inHammamet,,7 Pieces,6 Rooms,4 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,,,
apartment,"4,500 TND",La Marsa,230m²,,5 Rooms,,,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
apartment,"1,500 TND",Cité El Wafa inNabeul,150m²,3 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,,Less than 1 year,
apartment,"2,400 TND",Les Berges Du Lac 2 inLa Marsa,60m²,,1 Room,1 Bathroom,New,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,1 Piece
apartment,"2,500 TND",Les Jardins de Carthage inLe Kram,140m²,3 Pieces,3 Rooms,1 Bathroom,New,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,,
apartment,"2,500 TND",Ain Zaghouan Nord inLa Marsa,150m²,7 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,,,
house,"2,500 TND",La Marsa inLa Marsa,180m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,,,
house,"4,000 TND",Chotrana 2 inLa Soukra,600m²,4 Pieces,5 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,,
house,"2,800 TND",La Soukra inLa Soukra,300m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,,
house,"2,400 TND",Les Jardins de Carthage inLe Kram,,4 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,yes,no,,5-10 years old,
apartment,,Sidi Bousaid inCarthage,90m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,1ststage,1-5 years old,
apartment,"3,100 TND",La Marsa inLa Marsa,170m²,4 Pieces,3 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,yes,1ststage,1-5 years old,
apartment,"5,000 TND",La Marsa inLa Marsa,120m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,2ndstage,1-5 years old,
apartment,"3,500 TND",La Marsa inLa Marsa,140m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,1ststage,Less than 1 year,
apartment,"3,200 TND",La Marsa inLa Marsa,90m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,2ndstage,Less than 1 year,
apartment,"5,000 TND",La Soukra inLa Soukra,400m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,,1-5 years old,
house,"3,700 TND",Sidi Daoued inLa Marsa,268m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,,1-5 years old,
apartment,"2,800 TND",La Marsa inLa Marsa,120m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,,
apartment,"1,900 TND",Ain Zaghouan Nord inLa Marsa,150m²,3 Pieces,3 Rooms,1 Bathroom,New,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"1,400 TND",Hammamet inHammamet,120m²,2 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,,,
house,"5,500 TND",La Marsa inLa Marsa,,6 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,Less than 1 year,
house,"2,500 TND",Gammarth Supérieur inLa Marsa,120m²,3 Pieces,2 Rooms,2 Bathrooms,New,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,,,
apartment,"2,200 TND",Les Jardins de Carthage inLe Kram,150m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
house,"2,500 TND",Carthage inCarthage,89m²,,2 Rooms,,,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,,
apartment,"3,300 TND",Les Berges Du Lac 2 inLa Marsa,220m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,no,,,
house,"5,500 TND",Gammarth inLa Marsa,250m²,5 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,,5-10 years old,
house,"2,600 TND",Les Berges Du Lac 2 inLa Marsa,150m²,3 Pieces,3 Rooms,1 Bathroom,New,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,,
house,"1,200 TND",Bizerte Le Corniche inBizerte Nord,200m²,3 Pieces,3 Rooms,1 Bathroom,Good condition,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"1,250 TND",El Aouina,110m²,3 Pieces,2 Rooms,1 Bathroom,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,Less than 1 year,
house,"3,800 TND",Chotrana 2 inLa Soukra,1500m²,5 Pieces,4 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,"1,210 TND",Chotrana 1 inLa Soukra,85m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"4,000 TND",La Marsa inLa Marsa,170m²,3 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,,,
apartment,"4,000 TND",Les Berges Du Lac 2 inLa Marsa,150m²,5 Pieces,4 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,2ndstage,1-5 years old,
house,"5,500 TND",Sidi Daoued inLa Marsa,600m²,7 Pieces,7 Rooms,4 Bathrooms,New,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,,,
apartment,"1,000 TND",Ariana inAriana Ville,102m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,3rdstage,5-10 years old,
apartment,950 TND,Aouina inLa Marsa,100m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,7thstage,5-10 years old,
apartment,"1,700 TND",Gammarth inLa Marsa,150m²,,1 Room,,,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,,,
house,"3,000 TND",Hammamet Nord inHammamet,250m²,6 Pieces,5 Rooms,4 Bathrooms,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,,,
apartment,700 TND,Bhar Lazreg inLa Marsa,100m²,,2 Rooms,1 Bathroom,Good condition,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1ststage,Less than 1 year,
apartment,"1,000 TND",Aouina inLa Marsa,65m²,2 Pieces,1 Room,1 Bathroom,Good condition,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,
apartment,"1,350 TND",Ain Zaghouan Sud inLa Marsa,122m²,3 Pieces,3 Rooms,1 Bathroom,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
apartment,,La Marsa inLa Marsa,100m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,,Less than 1 year,
apartment,"8,200 TND",Les Berges Du Lac 2 inLa Marsa,352m²,,1 Room,2 Bathrooms,Good condition,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,,1 Piece
apartment,"1,250 TND",Sidi Bousaid inCarthage,90m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,,5-10 years old,
apartment,"1,350 TND",Cité Les Pins inLa Marsa,70m²,,1 Room,1 Bathroom,New,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,,1-5 years old,1 Piece
apartment,"1,500 TND",La Soukra inLa Soukra,115m²,3 Pieces,2 Rooms,1 Bathroom,New,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,2ndstage,Less than 1 year,
house,"1,200 TND",Hammamet Nord inHammamet,120m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,,1-5 years old,
house,"6,500 TND",El Manar 1 inEl Menzah,575m²,7 Pieces,7 Rooms,3 Bathrooms,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,,10-20 years old,
apartment,"2,250 TND",Les Jardins de Carthage inLe Kram,120m²,3 Pieces,2 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,,,
apartment,"1,800 TND",La Marsa inLa Marsa,80m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,,,
house,"5,000 TND",Carthage inCarthage,400m²,4 Pieces,3 Rooms,3 Bathrooms,New,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,,,
house,"3,000 TND",La Marsa inLa Marsa,250m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,,,
apartment,"4,800 TND",La Marsa inLa Marsa,140m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,2ndstage,5-10 years old,
house,"4,500 TND",Le Kram inLe Kram,250m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,,,
apartment,"5,500 TND",Les Berges Du Lac 2 inLa Marsa,130m²,3 Pieces,2 Rooms,1 Bathroom,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,,,
apartment,"2,100 TND",La Marsa inLa Marsa,120m²,3 Pieces,1 Room,1 Bathroom,Good condition,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,,,
apartment,"2,000 TND",Gammarth inLa Marsa,90m²,2 Pieces,1 Room,1 Bathroom,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,,
house,"2,000 TND",Djerba inDjerba,600m²,5 Pieces,3 Rooms,3 Bathrooms,Good condition,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,,5-10 years old,
apartment,950 TND,La Manouba inLa Manouba,120m²,3 Pieces,2 Rooms,1 Bathroom,New,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,3rdstage,Less than 1 year,
apartment,"1,250 TND",Les Jardins d'El Menzah 2 inAriana Ville,145m²,4 Pieces,3 Rooms,2 Bathrooms,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,,,
apartment,700 TND,Cité Olympique inCité Olympique,90m²,4 Pieces,3 Rooms,1 Bathroom,Good condition,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,2ndstage,30-50 years old,
